id;video_category_id
1;1
2;17
3;22
4;25
5;10
6;19
7;19
8;15
9;1
10;23
11;24
12;25
13;25
14;20
15;26
16;25
17;2
18;28
19;15
20;15
21;27
22;20
23;24
24;24
25;25
26;2
27;26
28;2
29;22
30;20
31;15
32;27
33;1
34;24
35;1
36;15
37;25
38;23
39;19
40;27
41;25
42;29
43;15
44;26
45;25
46;19
47;27
48;10
49;10
50;2
51;29
52;26
53;17
54;23
55;26
56;1
57;24
58;10
59;25
60;15
61;15
62;17
63;23
64;17
65;26
66;15
67;19
68;27
69;19
70;20
71;23
72;2
73;20
74;26
75;19
76;20
77;1
78;28
79;20
80;25
81;25
82;23
83;2
84;20
85;15
86;2
87;23
88;20
89;24
90;10
91;1
92;24
93;25
94;22
95;17
96;25
97;26
98;20
99;19
100;29
101;26
102;2
103;15
104;25
105;27
106;28
107;23
108;10
109;25
110;2
111;1
112;19
113;25
114;10
115;19
116;10
117;2
118;25
119;1
120;2
121;28
122;24
123;24
124;25
125;1
126;23
127;20
128;26
129;28
130;29
131;10
132;25
133;24
134;27
135;1
136;15
137;10
138;24
139;10
140;17
141;1
142;27
143;22
144;19
145;22
146;23
147;19
148;15
149;10
150;2
151;2
152;20
153;25
154;29
155;19
156;26
157;20
158;15
159;10
160;17
161;23
162;25
163;17
164;25
165;15
166;27
167;15
168;22
169;25
170;19
171;19
172;27
173;26
174;25
175;10
176;24
177;24
178;17
179;22
180;28
181;15
182;1
183;29
184;25
185;10
186;19
187;2
188;28
189;10
190;17
191;26
192;20
193;10
194;22
195;10
196;19
197;19
198;25
199;15
200;24
201;23
202;25
203;29
204;19
205;23
206;25
207;29
208;19
209;10
210;23
211;26
212;25
213;28
214;15
215;19
216;25
217;10
218;10
219;19
220;23
221;26
222;19
223;17
224;17
225;15
226;26
227;25
228;22
229;26
230;27
231;19
232;25
233;19
234;25
235;26
236;25
237;1
238;26
239;15
240;1
241;20
242;10
243;26
244;23
245;17
246;22
247;22
248;27
249;26
250;29
251;19
252;20
253;23
254;23
255;25
256;10
257;26
258;25
259;15
260;2
261;26
262;25
263;28
264;25
265;25
266;27
267;25
268;19
269;15
270;23
271;2
272;28
273;2
274;25
275;15
276;23
277;1
278;24
279;10
280;23
281;25
282;15
283;1
284;25
285;29
286;27
287;29
288;29
289;25
290;24
291;15
292;23
293;15
294;15
295;19
296;23
297;1
298;29
299;1
300;15
301;28
302;2
303;1
304;15
305;22
306;15
307;28
308;19
309;2
310;2
311;20
312;17
313;25
314;10
315;19
316;24
317;17
318;1
319;25
320;25
321;15
322;20
323;19
324;27
325;23
326;2
327;29
328;23
329;10
330;2
331;19
332;2
333;1
334;2
335;20
336;2
337;15
338;22
339;29
340;1
341;23
342;20
343;22
344;27
345;29
346;28
347;10
348;15
349;23
350;27
351;17
352;19
353;26
354;24
355;23
356;15
357;27
358;19
359;22
360;17
361;27
362;2
363;25
364;29
365;17
366;25
367;25
368;23
369;2
370;10
371;10
372;24
373;19
374;20
375;26
376;29
377;2
378;25
379;27
380;25
381;15
382;15
383;29
384;1
385;28
386;15
387;24
388;19
389;19
390;28
391;24
392;28
393;24
394;25
395;1
396;25
397;23
398;24
399;29
400;17
401;20
402;26
403;20
404;26
405;2
406;25
407;10
408;25
409;25
410;2
411;19
412;2
413;29
414;26
415;19
416;26
417;27
418;15
419;26
420;20
421;23
422;1
423;15
424;2
425;25
426;15
427;15
428;19
429;1
430;25
431;1
432;10
433;23
434;19
435;19
436;28
437;10
438;25
439;25
440;19
441;23
442;1
443;26
444;22
445;27
446;20
447;23
448;29
449;25
450;2
451;28
452;10
453;15
454;23
455;22
456;1
457;22
458;10
459;25
460;1
461;10
462;27
463;19
464;1
465;2
466;28
467;1
468;19
469;23
470;20
471;2
472;25
473;27
474;15
475;25
476;15
477;19
478;24
479;29
480;29
481;29
482;2
483;29
484;29
485;10
486;15
487;24
488;10
489;24
490;17
491;23
492;24
493;22
494;10
495;23
496;25
497;28
498;1
499;25
500;26
501;15
502;15
503;19
504;29
505;23
506;26
507;17
508;24
509;2
